amount,hour_of_day,location_mismatch,device_trust_score,behavior_anomaly_score,processing_latency_ms,is_fraud
1.58,17,1,0.6,0.3,15.27,0
4.76,5,0,0.7,0.27,8.37,0
25.92,5,0,0.88,0.46,17.79,0
33.69,17,0,0.53,0.05,18.16,0
46.82,5,0,0.97,0.47,18.41,0
18.24,5,0,0.63,0.06,19.73,0
60.37,21,0,0.97,0.12,18.02,0
99.35,12,0,0.92,0.31,12.95,0
76.67,13,0,0.84,0.28,14.65,0
3.02,20,0,0.63,0.59,15.46,0
33.75,6,0,0.71,0.35,15.54,0
6.54,12,0,0.89,0.2,19.99,0
14.86,14,0,0.68,0.54,18.22,0
216.86,11,0,0.82,0.19,25.39,0
8.69,20,0,0.85,0.16,26.03,0
35.55,0,0,0.66,0.3,15.4,0
49.14,2,0,0.1,0.64,2.0,1
61.61,17,0,0.44,0.43,21.18,0
42.01,21,1,0.1,0.61,12.3,1
1.49,7,0,0.93,0.44,10.99,0
20.76,1,0,0.89,0.4,13.01,0
37.46,3,0,0.01,0.6,12.77,1
5.6,17,0,0.91,0.12,18.06,0
22.59,12,0,0.32,0.11,7.2,0
2.69,14,0,0.62,0.22,9.61,0
5.09,1,0,0.13,0.83,16.72,1
26.29,9,0,0.98,0.43,18.11,0
8.12,1,0,0.98,0.34,18.21,0
42.91,20,0,0.73,0.01,11.06,0
59.47,11,0,0.57,0.14,10.11,0
81.62,4,1,0.66,0.48,12.47,0
12.17,11,0,0.83,0.15,16.2,0
10.17,22,0,0.46,0.44,22.43,0
6.52,0,0,0.61,0.11,4.76,0
51.59,1,0,0.82,0.36,13.9,0
62.29,15,0,0.58,0.38,8.34,0
2.6,21,0,0.32,0.45,6.74,0
138.61,1,0,0.66,0.26,19.83,0
3.67,15,0,0.82,0.38,17.72,0
39.97,19,0,0.98,0.29,17.25,0
62.73,15,0,0.29,0.75,19.61,1
103.39,5,0,0.68,0.31,12.6,0
63.6,12,0,0.61,0.13,12.84,0
81.91,11,0,0.47,0.4,25.93,0
21.73,22,0,0.75,0.33,13.77,0
85.32,9,0,0.41,0.48,18.68,0
5.18,4,0,0.5,0.11,15.03,0
113.6,7,0,0.85,0.16,5.76,0
40.66,5,0,0.62,0.55,4.78,0
85.99,4,0,0.18,0.69,12.11,1
31.1,19,0,0.57,0.27,20.28,0
52.58,21,0,0.62,0.03,18.94,0
38.37,5,0,0.51,0.18,19.57,0
66.76,21,0,0.47,0.15,10.06,0
5.26,16,1,0.95,0.25,23.08,0
4.11,5,0,0.82,0.19,10.18,0
15.19,16,0,0.53,0.5,16.06,0
9.69,4,0,0.79,0.0,14.95,0
103.7,22,0,0.98,0.39,14.13,0
13.37,16,0,0.35,0.4,21.69,0
187.21,16,0,0.49,0.4,11.47,0
21.54,12,0,0.44,0.31,8.25,0
11.05,21,0,0.91,0.37,15.1,0
78.96,6,0,0.43,0.49,13.0,0
54.75,21,0,0.52,0.47,31.89,0
35.48,20,0,0.68,0.02,18.38,0
41.52,5,0,0.73,0.02,12.95,0
64.51,13,0,0.87,0.5,9.72,0
13.97,15,0,0.59,0.34,5.6,0
281.43,2,0,0.16,0.82,9.87,1
185.03,8,0,0.98,0.26,15.57,0
53.54,14,0,0.51,0.11,22.14,0
12.13,20,0,0.47,0.28,20.61,0
58.01,17,0,0.8,0.26,16.15,0
4.75,9,0,0.84,0.31,13.38,0
2.56,9,0,0.59,0.48,16.34,0
15.9,22,0,0.45,0.39,12.41,0
32.05,2,0,0.85,0.11,23.59,0
102.35,0,0,0.77,0.44,14.05,0
65.95,2,0,0.91,0.36,14.57,0
68.88,4,0,0.89,0.35,3.92,0
28.71,6,0,0.44,0.41,14.02,0
22.23,2,0,0.88,0.34,19.18,0
4345.78,3,0,0.34,0.93,9.66,1
220.7,16,0,0.9,0.38,11.25,0
3.05,2,0,0.84,0.43,18.96,0
101.88,22,0,0.7,0.14,7.62,0
44.22,3,0,0.75,0.3,20.29,0
29.87,1,0,0.37,0.27,12.34,0
65.6,13,0,0.33,0.02,13.06,0
34.34,4,0,0.36,0.98,9.38,1
104.35,20,0,0.87,0.23,16.89,0
116.48,1,0,0.63,0.04,27.3,0
28.38,14,0,0.46,0.27,18.91,0
17.21,10,0,0.88,0.1,10.68,0
45.87,21,0,0.46,0.42,20.68,0
122.73,9,0,0.87,0.34,13.42,0
12.83,19,0,0.62,0.16,21.87,0
49.77,0,0,0.62,0.57,19.03,0
50.92,18,0,0.49,0.18,2.0,0
67.05,13,0,0.93,0.33,9.98,0
8.05,22,0,0.36,0.48,19.72,0
63.91,21,0,0.4,0.31,15.76,0
120.86,13,0,0.75,0.58,9.88,0
10.9,0,0,0.9,0.51,11.83,0
14.56,8,0,0.14,0.76,5.47,1
178.71,16,0,0.81,0.22,14.56,0
10.98,13,0,0.82,0.33,26.05,0
97.34,12,0,0.71,0.5,19.02,0
34.89,12,0,0.64,0.54,25.95,0
15.2,5,0,0.52,0.57,19.41,0
103.3,6,0,0.55,0.53,20.14,0
30.47,1,0,0.77,0.44,24.87,0
37.16,7,0,0.35,0.01,16.89,0
23.25,23,1,0.71,0.19,14.06,0
45.94,5,0,0.05,0.74,20.16,1
9.93,2,0,0.63,0.09,22.27,0
25.8,17,0,0.69,0.17,12.6,0
175.36,17,0,0.92,0.04,11.39,0
15.93,21,0,0.71,0.15,15.69,0
54.46,22,0,0.46,0.57,19.16,0
20.67,5,0,0.26,0.7,18.99,1
75.24,10,0,0.74,0.1,7.88,0
8.01,2,0,0.68,0.43,24.56,0
176.03,15,0,0.77,0.5,11.79,0
31.24,4,0,0.62,0.19,13.67,0
14.46,23,0,0.88,0.17,10.49,0
4.82,21,0,0.94,0.15,28.49,0
10.3,1,0,0.33,0.24,16.21,0
37.67,14,0,0.82,0.05,10.75,0
21.55,15,0,0.32,0.4,19.32,0
89.27,6,1,0.61,0.49,18.85,0
29.18,15,0,0.62,0.4,14.06,0
15.3,23,0,0.79,0.25,19.2,0
49.0,3,0,0.55,0.17,10.87,0
62.34,15,0,0.87,0.25,12.54,0
10.14,16,0,0.54,0.25,4.95,0
10.17,1,0,0.54,0.4,8.38,0
2.87,15,1,0.29,0.75,24.04,1
67.67,3,0,0.78,0.04,23.21,0
55.5,6,0,0.38,0.84,15.33,1
33.18,17,0,0.55,0.55,23.31,0
93.95,5,0,0.49,0.07,14.2,0
82.91,17,0,0.46,0.11,13.78,0
45.02,6,0,0.34,0.19,15.28,0
102.35,1,0,0.43,0.34,14.38,0
12.52,18,0,0.61,0.08,13.92,0
6.93,8,0,0.65,0.12,20.72,0
16.72,3,0,0.39,0.76,15.75,1
3.94,13,0,0.76,0.07,18.56,0
38.88,4,0,0.54,0.24,20.16,0
138.92,6,0,0.56,0.46,16.94,0
3.01,7,1,0.29,0.77,10.15,1
7.51,14,0,0.69,0.2,8.24,0
31.09,18,0,0.97,0.1,15.74,0
136.81,10,0,0.55,0.44,14.14,0
20.0,19,0,0.88,0.46,15.44,0
36.39,22,0,0.82,0.59,14.92,0
3.12,3,0,0.92,0.08,27.92,0
9.03,17,0,0.97,0.43,8.35,0
216.74,13,0,0.31,0.25,5.05,0
168.79,5,0,0.21,0.7,16.66,1
1.25,15,0,0.77,0.24,13.12,0
152.63,17,0,0.57,0.27,16.58,0
51.96,0,0,0.87,0.08,17.92,0
102.22,7,0,0.31,0.19,21.42,0
31.32,0,0,0.86,0.24,7.46,0
37.24,0,0,0.39,0.01,12.22,0
34.55,18,0,0.5,0.26,17.14,0
2622.9,20,0,0.12,0.82,18.85,1
8.52,9,0,0.34,0.48,25.97,0
2.52,17,0,0.54,0.06,19.78,0
19.4,11,0,0.36,0.46,14.72,0
61.98,16,0,0.9,0.43,10.55,0
12.27,0,0,0.79,0.15,12.18,0
56.96,7,0,0.86,0.05,12.04,0
176.18,9,0,0.67,0.51,18.28,0
5.93,9,0,0.55,0.15,16.28,0
56.83,17,0,0.3,0.09,8.38,0
30.33,8,0,0.49,0.22,12.82,0
102.3,1,0,0.66,0.24,19.39,0
10.75,2,0,0.77,0.2,16.76,0
59.98,1,0,0.25,0.91,17.84,1
92.04,5,1,0.02,0.63,16.91,1
145.67,22,0,0.44,0.52,23.13,0
3611.77,11,0,0.32,0.97,16.18,1
35.38,21,0,0.4,0.58,13.07,0
49.1,18,0,0.41,0.41,10.42,0
102.59,14,0,0.33,0.5,16.25,0
43.27,18,0,0.9,0.3,2.8,0
2.54,11,0,0.45,0.1,14.08,0
134.65,17,0,0.88,0.53,13.97,0
59.48,15,0,0.61,0.29,8.18,0
57.43,1,0,0.74,0.58,10.36,0
13.15,10,0,0.35,0.15,19.05,0
54.78,11,0,0.71,0.6,16.15,0
26.03,4,0,0.5,0.13,15.51,0
53.67,23,0,0.37,0.22,16.53,0
6.64,5,0,0.94,0.36,15.46,0
54.62,10,0,0.72,0.42,21.21,0
373.09,20,0,0.47,0.43,15.62,0
3.47,9,0,0.59,0.29,7.71,0
189.99,3,0,0.55,0.05,23.15,0
27.12,8,0,0.79,0.3,16.85,0
103.3,11,0,0.73,0.2,12.05,0
77.25,9,0,0.31,0.39,8.73,0
42.85,13,0,0.44,0.11,16.98,0
68.06,4,0,0.63,0.24,14.41,0
106.4,0,0,0.61,0.58,22.87,0
26.89,4,1,0.22,0.83,13.27,1
20.8,15,0,0.8,0.36,10.81,0
56.07,4,0,0.78,0.05,19.48,0
83.47,4,0,0.56,0.09,19.63,0
72.83,17,0,0.91,0.36,15.84,0
80.93,5,0,0.16,0.87,18.38,1
29.6,20,1,0.71,0.33,14.81,0
86.14,17,0,0.96,0.53,16.17,0
7.4,9,0,0.68,0.49,20.82,0
40.32,14,0,0.62,0.53,18.13,0
1.29,23,0,0.39,0.37,14.15,0
20.62,21,0,0.87,0.29,21.76,0
23.82,10,0,0.56,0.28,3.18,0
26.22,18,0,0.79,0.44,25.26,0
60.45,12,0,0.44,0.31,6.47,0
25.6,19,0,0.33,0.06,11.86,0
30.77,2,0,0.51,0.09,14.8,0
14.56,15,0,0.5,0.21,14.27,0
24.36,6,0,0.91,0.04,20.03,0
13.89,11,0,0.91,0.14,9.71,0
4.8,14,0,0.67,0.39,16.3,0
47.25,7,0,0.31,0.01,12.11,0
56.16,22,0,0.46,0.36,16.48,0
49.31,16,0,0.75,0.46,14.68,0
32.13,0,0,0.37,0.1,15.46,0
24.88,20,0,0.79,0.11,12.25,0
100.51,7,0,0.31,0.02,12.45,0
37.6,13,0,0.78,0.31,16.44,0
33.62,9,0,0.89,0.39,19.72,0
2.3,18,0,0.63,0.27,12.01,0
21.87,7,0,0.88,0.23,10.66,0
24.92,18,0,0.85,0.27,18.07,0
26.44,3,0,0.77,0.47,14.84,0
44.4,9,0,0.61,0.02,19.15,0
39.14,22,0,0.49,0.47,10.47,0
47.81,2,0,0.9,0.4,6.1,0
73.38,3,0,0.75,0.14,12.33,0
84.83,15,1,0.86,0.31,11.17,0
64.31,23,0,0.69,0.03,14.61,0
156.64,3,0,0.12,0.98,11.82,1
1.92,19,0,0.99,0.1,18.71,0
11.89,19,0,0.43,0.01,13.56,0
1.38,12,0,0.94,0.21,15.75,0
53.13,20,0,0.45,0.44,15.79,0
115.15,16,0,0.56,0.55,15.97,0
14.95,22,0,0.61,0.4,14.88,0
131.89,15,0,0.94,0.24,17.55,0
4.11,16,0,0.92,0.6,11.02,0
137.24,5,0,0.88,0.17,22.0,0
22.66,2,0,0.56,0.11,13.82,0
6.35,19,0,0.3,0.28,8.44,0
34.26,23,0,0.78,0.3,15.94,0
15.84,3,0,0.59,0.21,10.74,0
17.76,7,0,0.83,0.42,18.33,0
19.36,19,1,0.86,0.11,26.05,0
82.23,8,0,0.61,0.31,11.07,0
39.74,21,0,0.82,0.3,16.66,0
19.65,0,0,0.89,0.49,6.22,0
48.12,12,0,0.95,0.56,17.27,0
63.97,1,0,0.71,0.4,10.57,0
16.92,22,1,0.84,0.18,11.88,0
4475.07,9,0,0.29,0.89,9.49,1
7.5,22,0,0.33,0.15,18.66,0
10.99,18,0,0.13,0.87,20.04,1
58.15,16,0,0.39,0.49,15.12,0
11.01,23,0,0.42,0.26,10.68,0
38.24,12,0,0.31,0.47,22.95,0
62.73,13,0,0.9,0.25,11.25,0
6.65,10,0,0.69,0.04,4.19,0
42.89,9,0,0.57,0.42,17.29,0
15.82,6,0,0.59,0.24,9.48,0
165.74,9,0,0.62,0.56,19.94,0
34.04,23,0,0.35,0.18,13.09,0
82.99,0,0,0.49,0.51,18.02,0
40.95,13,0,0.9,0.41,22.01,0
3.22,2,0,0.07,0.71,8.96,1
51.14,12,0,0.69,0.18,12.17,0
152.21,1,0,0.64,0.28,14.62,0
47.02,16,0,0.48,0.49,22.69,0
86.52,20,0,0.63,0.39,11.71,0
108.8,2,0,0.72,0.22,12.03,0
13.94,14,0,0.8,0.31,17.39,0
12.92,7,1,0.38,0.67,12.11,1
48.21,5,0,0.87,0.45,15.76,0
27.47,8,0,0.54,0.37,7.24,0
92.59,10,0,0.65,0.5,26.07,0
116.14,21,0,0.73,0.27,8.26,0
22.8,1,0,0.64,0.57,13.39,0
14.52,8,0,0.7,0.33,14.84,0
76.83,17,0,0.38,0.2,24.56,0
17.07,18,0,0.6,0.05,8.38,0
87.47,21,0,0.5,0.23,24.92,0
28.56,17,1,0.36,0.34,18.79,0
56.06,4,0,0.1,0.64,17.09,1
6.02,17,0,0.72,0.53,10.08,0
49.89,11,1,0.09,0.96,17.86,1
31.05,3,0,0.43,0.06,11.38,0
45.17,14,0,0.69,0.36,21.33,0
10.2,10,0,0.93,0.4,10.14,0
67.76,18,0,0.85,0.1,14.43,0
100.31,4,0,0.93,0.33,12.22,0
13.21,5,0,0.71,0.2,10.06,0
6.03,12,0,0.59,0.05,18.71,0
2.2,22,0,0.81,0.04,17.68,0
52.36,9,0,0.48,0.46,21.05,0
47.71,23,0,0.35,0.37,6.1,0
40.56,13,0,0.54,0.43,20.32,0
14.19,3,0,0.51,0.41,27.53,0
25.79,19,0,0.77,0.08,12.74,0
46.13,22,0,0.69,0.09,24.48,0
35.34,11,0,0.4,0.15,13.68,0
221.26,14,0,0.94,0.24,8.14,0
8.33,9,0,0.72,0.56,13.47,0
60.4,10,0,0.62,0.4,20.24,0
26.9,8,0,0.96,0.15,10.81,0
28.95,10,1,0.16,0.7,12.0,1
64.22,1,0,0.85,0.41,17.97,0
59.95,12,1,0.56,0.38,15.02,0
237.97,21,0,0.79,0.41,17.92,0
7.87,7,0,0.95,0.16,16.19,0
6.5,20,0,0.66,0.31,17.4,0
65.43,20,0,0.32,0.22,12.84,0
44.18,7,0,0.32,0.49,16.16,0
17.02,0,0,0.53,0.04,10.36,0
5.14,5,0,0.85,0.17,21.44,0
5.48,12,0,0.5,0.36,11.83,0
113.31,8,0,0.53,0.12,20.64,0
11.65,5,0,0.85,0.4,13.83,0
20.53,14,0,0.38,0.08,16.01,0
13.85,22,0,0.89,0.01,12.53,0
22.92,15,0,0.49,0.52,9.92,0
4.6,3,0,0.21,0.65,6.28,1
37.6,16,0,0.38,0.09,9.72,0
4.5,8,0,0.97,0.1,13.38,0
81.56,11,0,0.62,0.53,16.06,0
14.31,21,0,0.48,0.39,20.05,0
39.83,18,0,0.66,0.57,12.77,0
107.05,19,1,0.78,0.48,10.59,0
53.62,11,0,0.52,0.46,7.79,0
39.07,21,0,0.81,0.3,17.4,0
20.6,5,0,0.48,0.49,21.92,0
1239.77,11,0,0.16,0.82,21.33,1
56.36,8,0,0.68,0.5,18.55,0
257.97,19,0,0.41,0.45,18.19,0
55.21,4,0,0.96,0.41,23.49,0
41.8,20,0,0.3,0.2,16.66,0
66.59,2,0,0.83,0.38,18.23,0
32.29,1,0,0.5,0.3,13.4,0
4.1,7,1,0.89,0.28,8.19,0
42.31,9,0,0.34,0.59,11.58,0
159.06,14,0,0.97,0.3,14.95,0
10.64,8,0,0.37,0.02,15.3,0
59.56,9,0,0.85,0.38,24.63,0
12.22,10,1,0.66,0.44,15.41,0
39.37,8,0,0.6,0.53,20.89,0
6.08,13,0,0.5,0.38,12.82,0
30.93,4,0,0.89,0.01,13.44,0
71.56,8,0,0.44,0.07,8.35,0
22.35,3,0,0.8,0.1,11.29,0
55.67,1,0,0.61,0.13,17.63,0
80.35,18,1,1.0,0.48,15.04,0
131.99,0,0,0.73,0.19,19.71,0
14.37,20,0,0.37,0.19,15.91,0
26.48,0,0,0.59,0.45,13.24,0
9.27,11,0,0.35,0.25,25.74,0
245.53,10,0,0.5,0.04,14.53,0
131.87,0,0,0.54,0.35,20.82,0
39.82,13,0,0.9,0.08,12.99,0
93.27,10,0,0.89,0.34,18.55,0
37.8,6,0,0.31,0.47,19.64,0
49.85,1,0,0.67,0.56,16.04,0
5.67,14,0,0.46,0.04,3.23,0
71.38,7,0,0.52,0.18,15.09,0
7.83,21,0,0.32,0.39,21.15,0
88.45,19,0,0.82,0.19,17.64,0
77.17,14,0,0.97,0.27,17.23,0
62.68,7,0,0.45,0.01,6.39,0
2.84,9,1,0.54,0.42,11.4,0
19.06,18,0,0.44,0.53,17.06,0
16.27,2,0,0.17,0.6,17.05,1
23.33,19,0,0.31,0.5,21.07,0
5.59,13,0,0.71,0.02,14.28,0
139.2,8,0,0.91,0.39,17.03,0
41.35,8,0,0.43,0.3,15.08,0
19.23,20,0,0.71,0.56,10.07,0
26.29,5,0,0.02,0.78,3.72,1
30.64,7,1,0.87,0.59,17.16,0
46.89,10,1,0.07,0.89,15.87,1
37.25,7,0,0.99,0.33,11.91,0
126.91,11,0,0.95,0.43,6.9,0
35.35,9,0,0.81,0.58,18.15,0
243.41,22,0,0.65,0.35,13.67,0
96.33,3,0,0.19,0.84,17.78,1
12.69,15,1,0.32,0.66,24.32,1
134.39,19,0,0.52,0.34,4.29,0
7.19,5,0,0.32,0.1,11.5,0
86.04,8,0,0.75,0.09,13.95,0
24.95,22,0,0.86,0.07,22.27,0
106.18,4,0,0.96,0.29,6.82,0
102.27,20,0,0.78,0.29,24.68,0
82.98,23,0,0.81,0.37,15.68,0
79.04,5,0,0.93,0.29,14.52,0
19.17,16,0,0.96,0.58,14.01,0
5.22,16,0,0.64,0.17,12.82,0
26.79,23,0,0.38,0.52,20.24,0
10.53,21,1,0.63,0.06,9.66,0
4126.87,12,0,0.23,0.64,16.73,1
22.24,16,0,0.74,0.39,13.08,0
186.68,13,0,0.99,0.46,11.19,0
52.22,1,1,0.94,0.3,27.93,0
87.43,18,0,0.58,0.12,17.1,0
8.11,2,0,0.38,0.22,18.07,0
100.03,1,0,0.45,0.16,20.69,0
129.04,1,0,0.42,0.25,7.89,0
34.38,21,1,0.55,0.32,23.76,0
47.6,6,0,0.91,0.38,2.46,0
73.37,3,0,0.01,0.89,11.16,1
10.61,16,0,0.7,0.55,12.7,0
35.91,5,0,0.02,0.67,17.91,1
26.43,6,0,0.64,0.05,16.09,0
8.91,19,0,0.91,0.48,14.17,0
23.91,5,0,0.84,0.29,14.94,0
4.53,8,0,0.36,0.33,10.11,0
2.31,19,0,0.9,0.36,7.51,0
8.26,3,1,0.0,0.64,18.63,1
166.0,4,1,0.25,0.62,18.47,1
40.87,18,0,0.2,0.96,22.92,1
169.81,9,0,0.77,0.56,11.05,0
29.33,17,0,0.32,0.49,18.46,0
19.68,14,0,0.72,0.53,13.58,0
36.28,0,0,0.75,0.03,20.95,0
29.95,4,0,0.19,0.66,20.11,1
6.58,4,1,0.96,0.04,16.06,0
52.2,7,1,0.04,0.69,13.3,1
13.17,21,0,0.92,0.1,19.8,0
49.33,21,0,0.57,0.22,18.23,0
53.52,21,1,0.8,0.11,11.58,0
9.25,19,0,0.76,0.27,8.36,0
4.17,14,0,0.42,0.25,13.56,0
76.88,16,0,0.52,0.03,22.58,0
1537.23,18,0,0.0,0.66,20.73,1
4.0,12,0,0.89,0.51,9.44,0
264.6,21,0,0.97,0.47,9.16,0
3.98,20,0,0.04,0.61,21.37,1
60.38,9,0,0.55,0.45,9.32,0
206.76,16,0,0.77,0.56,17.55,0
14.67,4,0,0.67,0.35,11.92,0
8.67,17,0,0.96,0.35,23.09,0
7.47,16,1,0.05,0.88,11.15,1
19.07,3,0,0.61,0.21,20.72,0
6.33,21,0,0.77,0.03,15.92,0
59.91,6,1,0.24,0.65,16.26,1
4.22,4,0,0.81,0.15,5.15,0
36.61,7,0,0.36,0.28,3.99,0
286.64,7,0,0.62,0.14,13.9,0
85.09,10,0,0.77,0.5,16.23,0
48.75,8,0,0.49,0.57,9.37,0
19.28,18,0,0.35,0.03,9.56,0
49.89,18,0,0.97,0.14,17.81,0
38.44,8,0,0.94,0.11,17.81,0
28.76,22,0,0.95,0.4,14.31,0
8.0,19,0,0.98,0.26,18.9,0
109.84,16,0,0.43,0.27,9.13,0
30.87,15,0,0.41,0.09,13.22,0
11.82,6,0,0.32,0.25,23.24,0
23.92,21,0,0.92,0.18,15.34,0
27.73,2,0,0.83,0.37,15.63,0
88.88,20,0,0.74,0.13,26.53,0
67.14,18,1,0.95,0.37,8.0,0
74.33,7,0,0.7,0.23,18.98,0
1.55,4,0,0.29,0.87,23.32,1
27.91,5,0,0.39,0.68,13.38,1
33.83,1,0,0.39,0.4,19.3,0
1.97,23,0,0.52,0.34,10.09,0
16.04,18,0,0.57,0.51,11.57,0
72.42,12,0,0.86,0.14,16.92,0
8.37,5,0,0.43,0.02,18.99,0
39.32,5,0,0.81,0.11,20.6,0
13.12,1,0,0.64,0.21,22.85,0
1.61,23,0,1.0,0.11,14.66,0
14.8,4,0,0.84,0.05,20.97,0
187.22,10,0,0.98,0.27,13.29,0
81.86,10,0,0.54,0.41,19.51,0
161.42,23,0,0.39,0.45,16.04,0
34.46,13,0,0.65,0.24,17.23,0
6.81,12,0,0.39,0.29,17.12,0
40.7,7,0,0.64,0.45,6.98,0
31.29,14,0,0.49,0.21,9.38,0
94.01,11,0,0.64,0.47,15.51,0
6.16,2,0,0.12,0.73,6.56,1
34.5,20,0,0.5,0.53,19.16,0
9.13,22,0,1.0,0.27,19.36,0
20.63,4,0,0.15,0.72,16.64,1
1631.44,5,0,0.37,0.65,9.39,1
33.31,1,1,0.68,0.21,21.9,0
24.57,7,0,0.89,0.48,25.19,0
26.08,4,0,0.82,0.26,15.74,0
31.76,21,0,0.81,0.51,17.55,0
77.86,16,0,0.5,0.15,16.01,0
112.32,1,0,0.32,0.01,17.65,0
156.43,10,0,0.41,0.38,14.4,0
78.3,3,0,0.54,0.27,14.83,0
19.95,10,0,0.98,0.04,19.53,0
59.26,8,0,0.94,0.29,26.73,0
29.78,5,0,0.0,0.92,8.0,1
15.7,23,0,0.81,0.38,14.48,0
92.9,1,0,0.71,0.27,9.1,0
2.96,14,0,0.33,0.1,22.96,0
117.02,4,0,0.56,0.25,12.06,0
31.95,11,0,0.64,0.14,7.78,0
51.7,12,0,0.77,0.39,18.19,0
54.85,16,0,0.51,0.18,23.72,0
113.75,3,0,0.95,0.49,18.32,0
51.62,9,0,0.62,0.01,16.02,0
48.59,0,0,0.47,0.24,17.05,0
4.45,10,0,0.52,0.37,22.07,0
37.53,15,0,0.83,0.01,10.63,0
9.14,10,0,0.75,0.13,14.44,0
67.86,8,0,0.82,0.2,12.74,0
36.89,1,0,0.5,0.01,9.16,0
58.01,6,0,0.53,0.33,13.36,0
3.13,18,0,0.58,0.38,20.54,0
5.43,17,0,0.43,0.14,17.83,0
64.0,19,0,0.78,0.33,18.22,0
4.74,6,0,0.53,0.6,15.73,0
4.7,22,0,0.53,0.53,17.62,0
1.61,8,0,0.49,0.04,11.0,0
157.75,11,0,0.62,0.08,13.45,0
67.88,2,0,0.84,0.3,15.96,0
22.79,22,0,0.88,0.15,16.39,0
18.59,21,0,0.86,0.05,16.6,0
22.52,15,0,0.73,0.15,14.31,0
75.51,6,0,0.5,0.04,13.11,0
55.14,22,0,0.81,0.32,30.79,0
11.24,4,0,0.33,0.29,19.53,0
10.56,22,0,0.86,0.0,17.07,0
6.18,6,0,0.85,0.29,13.83,0
54.99,18,0,0.77,0.31,12.74,0
73.28,16,0,0.37,0.36,14.35,0
16.4,15,0,1.0,0.58,16.46,0
2.06,20,0,0.83,0.59,5.6,0
5.29,23,0,0.81,0.32,7.15,0
172.88,20,0,0.06,0.77,11.82,1
18.51,18,0,0.58,0.05,16.04,0
74.32,17,0,0.36,0.32,13.8,0
50.0,18,0,0.55,0.41,22.39,0
25.06,3,0,0.7,0.34,7.59,0
12.51,0,0,0.92,0.14,11.24,0
7.47,3,0,0.11,0.73,22.6,1
48.73,3,0,0.74,0.23,15.66,0
75.5,8,0,0.42,0.39,19.42,0
52.63,7,0,0.55,0.6,25.26,0
38.78,1,0,0.96,0.14,11.53,0
3.14,22,0,0.82,0.55,14.5,0
173.87,5,0,0.68,0.04,13.64,0
81.15,22,0,0.08,0.98,5.23,1
18.32,10,0,0.57,0.5,13.45,0
196.53,3,0,0.41,0.01,19.41,0
47.05,13,0,0.55,0.18,17.7,0
44.66,20,0,0.41,0.03,18.1,0
69.93,21,0,0.86,0.6,13.12,0
84.5,8,0,0.36,0.26,11.72,0
54.43,1,0,0.43,0.4,21.35,0
7.85,0,0,0.78,0.14,12.51,0
21.64,3,0,0.32,0.75,16.47,1
132.61,11,0,0.98,0.16,15.82,0
13.72,4,0,0.89,0.16,22.31,0
24.27,8,0,0.45,0.19,19.86,0
29.29,21,0,0.5,0.28,8.52,0
29.94,3,0,0.91,0.01,9.06,0
48.46,15,0,0.92,0.36,17.89,0
144.3,1,0,0.75,0.02,14.68,0
14.77,15,0,0.52,0.32,12.72,0
7.48,15,0,0.46,0.27,20.08,0
12.0,20,0,0.9,0.15,15.94,0
109.99,23,0,0.44,0.2,15.26,0
52.9,23,0,0.76,0.42,18.9,0
17.84,21,0,0.98,0.01,13.12,0
85.63,10,0,0.79,0.19,22.84,0
99.8,0,0,0.48,0.41,11.06,0
94.71,14,0,0.5,0.09,18.28,0
126.62,23,0,0.37,0.34,22.17,0
15.53,3,0,0.78,0.1,8.11,0
71.33,17,0,0.66,0.09,13.28,0
31.86,16,0,0.44,0.46,20.71,0
93.26,6,0,0.46,0.16,20.79,0
66.19,17,0,0.31,0.23,14.14,0
75.91,12,0,0.98,0.44,11.33,0
54.38,19,0,0.88,0.11,19.78,0
10.77,19,0,0.58,0.32,20.92,0
40.38,9,0,0.96,0.55,9.18,0
209.9,0,0,0.77,0.33,8.98,0
139.54,1,0,0.83,0.03,16.13,0
3.21,16,0,0.78,0.35,18.15,0
10.01,21,0,0.83,0.05,13.5,0
8.06,2,0,0.42,0.17,18.4,0
65.73,16,0,0.69,0.51,11.45,0
86.13,11,1,0.89,0.01,4.43,0
13.01,23,0,0.31,0.05,12.88,0
36.25,11,0,0.39,0.22,15.32,0
92.85,19,0,0.47,0.6,13.62,0
66.99,9,0,0.51,0.18,9.21,0
40.07,6,1,0.29,0.78,5.92,1
45.62,9,0,0.74,0.33,12.43,0
36.5,17,0,0.51,0.31,19.49,0
18.66,21,0,0.41,0.27,21.28,0
42.62,5,0,0.93,0.57,20.94,0
59.38,6,0,0.79,0.17,10.92,0
104.31,16,0,0.47,0.18,9.23,0
51.57,11,0,0.55,0.08,17.48,0
72.59,16,0,0.82,0.42,18.18,0
9.72,17,0,0.85,0.19,17.0,0
31.95,13,0,0.42,0.48,4.93,0
1.47,10,0,0.96,0.58,10.67,0
15.16,1,0,0.85,0.03,14.85,0
65.82,20,0,0.9,0.6,17.44,0
241.24,0,0,0.4,0.15,18.84,0
6.22,10,0,0.4,0.25,15.72,0
26.67,1,0,0.51,0.47,16.65,0
81.49,15,0,0.35,0.4,15.42,0
12.41,21,0,0.36,0.47,18.43,0
41.49,2,0,0.4,0.28,16.56,0
67.04,19,0,0.8,0.55,15.33,0
48.85,0,0,0.32,0.47,13.66,0
